question_id,question_text,option_A,option_B,option_C,option_D,correct_answer,section,category,difficulty,language
Q_1108,What should you do when approaching an intersection where the traffic signal shows a steady 'Red' light?,Accelerate as fast as possible to beat the light,Stop completely before the stop line,Stop right in the middle of the intersection,Honk continuously to force others ahead,B,Section 4,signals,easy,en
Q_1109,"If a traffic police officer signals you to 'allow left turn only', but the automatic signal is green, what should you do?",Follow the police officer's hand signal,Stop and dispute with the officer,Follow the automatic green light,Take a U-turn immediately to avoid the intersection,A,Section 185,signals,easy,en
Q_1110,"When you see the 'No Parking' warning sign, you must:",Reduce speed and drive cautiously,Honk the horn continuously,Accelerate quickly to bypass the zone,Stop the vehicle completely,A,Section 181,signs,hard,en
Q_1111,What is the regulatory action required under Section 119 for the 'First Aid Post' sign?,Applies only to heavy transport vehicles,It is only a recommendation,Applies only during night time,Strict compliance is mandatory,D,Section 134A,signs,hard,en
Q_1112,"In a motor accident on a highway, if a crash victim is in state of deep physical shock, the Good Samaritan should first:",Move them around aggressively to check for broken bones,Try to force them to stand up and walk around,Give them hot tea or coffee to restore energy,Apply direct pressure with clean sterile dressings,D,Section 3,first_aid,easy,en
Q_1113,What is the regulatory action required under Section 119 for the 'Slippery Road' sign?,Applies only to heavy transport vehicles,Applies only during night time,Strict compliance is mandatory,It is only a recommendation,C,Section 181,signs,easy,en
Q_1114,What should you do when approaching an intersection where the traffic signal shows a steady 'Amber/Yellow' light?,Stop right in the middle of the intersection,Honk continuously to force others ahead,Slow down and prepare to stop,Accelerate as fast as possible to beat the light,C,Section 194A,signals,medium,en
Q_1115,What is the legal consequence under Section 119 for permitting an unlicensed driver to operate your motorcycle?,No penalty if owner is riding with them,A minor warning fine of ₹500,Subject only to vehicle fitness checking,"Fine of ₹5,000 and owner prosecution",D,Section 119,rules,hard,en
Q_1116,"AIIMS Trauma care protocols state that while moving an accident victim with suspected internal chest bleeding, you must:",Massage the area to restore blood flow,Carry them over your shoulder immediately,Stabilize the affected area and avoid bending the spine/joints,Ask them to stand up and walk to test reflexes,C,Section 190(2),first_aid,easy,en
Q_1117,What should you do when approaching an intersection where the traffic signal shows a steady 'Amber/Yellow' light?,Accelerate as fast as possible to beat the light,Stop right in the middle of the intersection,Slow down and prepare to stop,Honk continuously to force others ahead,C,Section 177,signals,hard,en
Q_1118,"If a traffic police officer signals you to 'stop traffic from both front and rear', but the automatic signal is green, what should you do?",Follow the automatic green light,Stop and dispute with the officer,Take a U-turn immediately to avoid the intersection,Follow the police officer's hand signal,D,Section 194,signals,medium,en
Q_1119,"If a traffic police officer signals you to 'allow left turn only', but the automatic signal is green, what should you do?",Take a U-turn immediately to avoid the intersection,Follow the automatic green light,Stop and dispute with the officer,Follow the police officer's hand signal,D,Section 177,signals,easy,en
Q_1120,What does the traffic sign 'Speed Limit 80' represent?,Warning of 'Speed Limit 80' ahead,Exemption from 'Speed Limit 80' rules,Mandatory 'Speed Limit 80' restriction,Information about 'Speed Limit 80' lane,C,Section 119,signs,hard,en
Q_1121,"While driving on National Highways, what is the standard right of way rules for stopping on a slope?",Honk and claim priority,Proceed with highest speed to clear early,Yield to the traffic coming from the right/main carriage,Wait for signal from oncoming transport,C,Section 185,rules,hard,en
Q_1122,"If a traffic police officer signals you to 'stop the traffic from rear', but the automatic signal is green, what should you do?",Follow the police officer's hand signal,Take a U-turn immediately to avoid the intersection,Stop and dispute with the officer,Follow the automatic green light,A,Section 115,signals,easy,en
Q_1123,"Under Section 5, driving a vehicle at a speed of 95 km/h in a Expressways speed limit zone of 80 km/h is:",Perfectly fine for private passenger cars,An overspeeding offense carrying a heavy fine,Permitted under emergency situations,Subject only to verbal warnings,B,Section 5,rules,medium,en
Q_1124,What does the traffic sign 'Steep Ascent' represent?,Warning of 'Steep Ascent' ahead,Information about 'Steep Ascent' lane,Mandatory 'Steep Ascent' restriction,Exemption from 'Steep Ascent' rules,C,Section 184,signs,easy,en
Q_1125,What should you do when approaching an intersection where the traffic signal shows a steady 'Flashing Red' light?,Honk continuously to force others ahead,Stop completely before the stop line,Stop right in the middle of the intersection,Accelerate as fast as possible to beat the light,B,Section 181,signals,easy,en
Q_1126,What should you do when approaching an intersection where the traffic signal shows a steady 'Flashing Amber' light?,Stop right in the middle of the intersection,Honk continuously to force others ahead,Accelerate as fast as possible to beat the light,Slow down and prepare to stop,D,Section 184,signals,easy,en
Q_1127,"When you see the 'Compulsory Ahead' warning sign, you must:",Reduce speed and drive cautiously,Stop the vehicle completely,Honk the horn continuously,Accelerate quickly to bypass the zone,A,Section 119,signs,hard,en
Q_1128,"When you see the 'Stop' warning sign, you must:",Reduce speed and drive cautiously,Accelerate quickly to bypass the zone,Stop the vehicle completely,Honk the horn continuously,A,Section 4,signs,easy,en
Q_1129,What should you do when approaching an intersection where the traffic signal shows a steady 'Green' light?,Honk continuously to force others ahead,Stop right in the middle of the intersection,Proceed with speed if safe,Accelerate as fast as possible to beat the light,C,Section 122,signals,hard,en
Q_1130,"AIIMS Trauma care protocols state that while moving an accident victim with suspected severe neck injury, you must:",Ask them to stand up and walk to test reflexes,Massage the area to restore blood flow,Stabilize the affected area and avoid bending the spine/joints,Carry them over your shoulder immediately,C,Section 56,first_aid,easy,en
Q_1131,"If a traffic police officer signals you to 'stop traffic from both front and rear', but the automatic signal is green, what should you do?",Stop and dispute with the officer,Follow the automatic green light,Take a U-turn immediately to avoid the intersection,Follow the police officer's hand signal,D,Section 4,signals,easy,en
Q_1132,What is the legal consequence under Section 3 for permitting an unlicensed driver to operate your car?,A minor warning fine of ₹500,No penalty if owner is riding with them,Subject only to vehicle fitness checking,"Fine of ₹5,000 and owner prosecution",D,Section 3,rules,easy,en
Q_1133,"In a motor accident on a highway, if a crash victim is bleeding heavily from limbs, the Good Samaritan should first:",Give them hot tea or coffee to restore energy,Try to force them to stand up and walk around,Move them around aggressively to check for broken bones,Apply direct pressure with clean sterile dressings,D,Section 184,first_aid,hard,en
Q_1134,What is the legal consequence under Section 134A for permitting an unlicensed driver to operate your heavy truck?,No penalty if owner is riding with them,Subject only to vehicle fitness checking,A minor warning fine of ₹500,"Fine of ₹5,000 and owner prosecution",D,Section 134A,rules,medium,en
Q_1135,"In a motor accident on a highway, if a crash victim is bleeding heavily from limbs, the Good Samaritan should first:",Move them around aggressively to check for broken bones,Apply direct pressure with clean sterile dressings,Give them hot tea or coffee to restore energy,Try to force them to stand up and walk around,B,Section 177,first_aid,medium,en
Q_1136,"Under Section 177, driving a vehicle at a speed of 69 km/h in a School Zones speed limit zone of 50 km/h is:",An overspeeding offense carrying a heavy fine,Subject only to verbal warnings,Permitted under emergency situations,Perfectly fine for private passenger cars,A,Section 177,rules,hard,en
Q_1137,What should you do when approaching an intersection where the traffic signal shows a steady 'Red' light?,Stop completely before the stop line,Stop right in the middle of the intersection,Honk continuously to force others ahead,Accelerate as fast as possible to beat the light,A,Section 185,signals,easy,en
Q_1138,"When you see the 'Stop' warning sign, you must:",Accelerate quickly to bypass the zone,Honk the horn continuously,Stop the vehicle completely,Reduce speed and drive cautiously,D,Section 128,signs,medium,en
Q_1139,"In a motor accident on a highway, if a crash victim is in state of deep physical shock, the Good Samaritan should first:",Try to force them to stand up and walk around,Give them hot tea or coffee to restore energy,Apply direct pressure with clean sterile dressings,Move them around aggressively to check for broken bones,C,Section 3,first_aid,medium,en
Q_1140,"When you see the 'Compulsory Left Turn' warning sign, you must:",Honk the horn continuously,Reduce speed and drive cautiously,Stop the vehicle completely,Accelerate quickly to bypass the zone,B,Section 56,signs,medium,en
Q_1141,What is the regulatory action required under Section 119 for the 'Straight Prohibited' sign?,Applies only during night time,Applies only to heavy transport vehicles,It is only a recommendation,Strict compliance is mandatory,D,Section 128,signs,medium,en
Q_1142,"Under Section 128, driving a vehicle at a speed of 100 km/h in a National Highways speed limit zone of 60 km/h is:",Subject only to verbal warnings,An overspeeding offense carrying a heavy fine,Permitted under emergency situations,Perfectly fine for private passenger cars,B,Section 128,rules,medium,en
Q_1143,"Under Section 180, driving a vehicle at a speed of 86 km/h in a Expressways speed limit zone of 60 km/h is:",Subject only to verbal warnings,Perfectly fine for private passenger cars,An overspeeding offense carrying a heavy fine,Permitted under emergency situations,C,Section 180,rules,easy,en
Q_1144,"While driving on School Zones, what is the standard right of way rules for roundabout entry?",Wait for signal from oncoming transport,Yield to the traffic coming from the right/main carriage,Proceed with highest speed to clear early,Honk and claim priority,B,Section 3,rules,medium,en
Q_1145,"While driving on National Highways, what is the standard right of way rules for changing lanes?",Proceed with highest speed to clear early,Yield to the traffic coming from the right/main carriage,Honk and claim priority,Wait for signal from oncoming transport,B,Section 112,rules,hard,en
Q_1146,What is the legal consequence under Section 184 for permitting an unlicensed driver to operate your heavy truck?,Subject only to vehicle fitness checking,A minor warning fine of ₹500,"Fine of ₹5,000 and owner prosecution",No penalty if owner is riding with them,C,Section 184,rules,easy,en
Q_1147,What should you do when approaching an intersection where the traffic signal shows a steady 'Flashing Amber' light?,Accelerate as fast as possible to beat the light,Slow down and prepare to stop,Honk continuously to force others ahead,Stop right in the middle of the intersection,B,Section 39,signals,medium,en
Q_1148,What does the traffic sign 'No Stopping' represent?,Warning of 'No Stopping' ahead,Information about 'No Stopping' lane,Mandatory 'No Stopping' restriction,Exemption from 'No Stopping' rules,C,Section 112,signs,medium,en
Q_1149,"If a traffic police officer signals you to 'stop traffic from both front and rear', but the automatic signal is green, what should you do?",Follow the automatic green light,Stop and dispute with the officer,Follow the police officer's hand signal,Take a U-turn immediately to avoid the intersection,C,Section 128,signals,medium,en
Q_1150,"AIIMS Trauma care protocols state that while moving an accident victim with suspected internal chest bleeding, you must:",Massage the area to restore blood flow,Carry them over your shoulder immediately,Stabilize the affected area and avoid bending the spine/joints,Ask them to stand up and walk to test reflexes,C,Section 180,first_aid,easy,en
Q_1151,"If a traffic police officer signals you to 'stop traffic from both front and rear', but the automatic signal is green, what should you do?",Take a U-turn immediately to avoid the intersection,Follow the police officer's hand signal,Follow the automatic green light,Stop and dispute with the officer,B,Section 128,signals,medium,en
Q_1152,"If a traffic police officer signals you to 'stop the traffic from rear', but the automatic signal is green, what should you do?",Follow the automatic green light,Take a U-turn immediately to avoid the intersection,Follow the police officer's hand signal,Stop and dispute with the officer,C,Section 129,signals,easy,en
Q_1153,What should you do when approaching an intersection where the traffic signal shows a steady 'Red' light?,Honk continuously to force others ahead,Accelerate as fast as possible to beat the light,Stop completely before the stop line,Stop right in the middle of the intersection,C,Section 4,signals,medium,en
Q_1154,"In a motor accident on a highway, if a crash victim is in state of deep physical shock, the Good Samaritan should first:",Apply direct pressure with clean sterile dressings,Give them hot tea or coffee to restore energy,Move them around aggressively to check for broken bones,Try to force them to stand up and walk around,A,Section 115,first_aid,hard,en
Q_1155,What is the regulatory action required under Section 119 for the 'School Ahead' sign?,It is only a recommendation,Strict compliance is mandatory,Applies only during night time,Applies only to heavy transport vehicles,B,Section 3,signs,medium,en
Q_1156,What is the regulatory action required under Section 119 for the 'Speed Limit 50' sign?,It is only a recommendation,Applies only to heavy transport vehicles,Applies only during night time,Strict compliance is mandatory,D,Section 39,signs,easy,en
Q_1157,What does the traffic sign 'Overtaking Prohibited' represent?,Warning of 'Overtaking Prohibited' ahead,Mandatory 'Overtaking Prohibited' restriction,Exemption from 'Overtaking Prohibited' rules,Information about 'Overtaking Prohibited' lane,B,Section 115,signs,medium,en
Q_1158,What is the legal consequence under Section 5 for permitting an unlicensed driver to operate your car?,Subject only to vehicle fitness checking,No penalty if owner is riding with them,"Fine of ₹5,000 and owner prosecution",A minor warning fine of ₹500,C,Section 5,rules,medium,en
Q_1159,What is the legal consequence under Section 119 for permitting an unlicensed driver to operate your heavy truck?,Subject only to vehicle fitness checking,No penalty if owner is riding with them,A minor warning fine of ₹500,"Fine of ₹5,000 and owner prosecution",D,Section 119,rules,easy,en
Q_1160,"If a traffic police officer signals you to 'stop traffic from both front and rear', but the automatic signal is green, what should you do?",Stop and dispute with the officer,Follow the automatic green light,Follow the police officer's hand signal,Take a U-turn immediately to avoid the intersection,C,Section 129,signals,easy,en
Q_1161,"If a traffic police officer signals you to 'stop traffic from both front and rear', but the automatic signal is green, what should you do?",Take a U-turn immediately to avoid the intersection,Stop and dispute with the officer,Follow the police officer's hand signal,Follow the automatic green light,C,Section 185,signals,easy,en
Q_1162,"While driving on Expressways, what is the standard right of way rules for changing lanes?",Yield to the traffic coming from the right/main carriage,Proceed with highest speed to clear early,Wait for signal from oncoming transport,Honk and claim priority,A,Section 128,rules,easy,en
Q_1163,"AIIMS Trauma care protocols state that while moving an accident victim with suspected bone fractures, you must:",Massage the area to restore blood flow,Stabilize the affected area and avoid bending the spine/joints,Carry them over your shoulder immediately,Ask them to stand up and walk to test reflexes,B,Section 122,first_aid,easy,en
Q_1164,What does the traffic sign 'Compulsory Ahead' represent?,Exemption from 'Compulsory Ahead' rules,Information about 'Compulsory Ahead' lane,Warning of 'Compulsory Ahead' ahead,Mandatory 'Compulsory Ahead' restriction,D,Section 129,signs,medium,en
Q_1165,"While driving on Ghat Roads, what is the standard right of way rules for changing lanes?",Wait for signal from oncoming transport,Proceed with highest speed to clear early,Yield to the traffic coming from the right/main carriage,Honk and claim priority,C,Section 184,rules,easy,en
Q_1166,"If a traffic police officer signals you to 'stop the traffic from rear', but the automatic signal is green, what should you do?",Follow the police officer's hand signal,Follow the automatic green light,Stop and dispute with the officer,Take a U-turn immediately to avoid the intersection,A,Section 4,signals,easy,en
Q_1167,What does the traffic sign 'Pedestrian Crossing' represent?,Warning of 'Pedestrian Crossing' ahead,Exemption from 'Pedestrian Crossing' rules,Mandatory 'Pedestrian Crossing' restriction,Information about 'Pedestrian Crossing' lane,C,Section 115,signs,hard,en
Q_1168,"While driving on Expressways, what is the standard right of way rules for intersection crossing?",Yield to the traffic coming from the right/main carriage,Wait for signal from oncoming transport,Proceed with highest speed to clear early,Honk and claim priority,A,Section 177,rules,medium,en
Q_1169,"If a traffic police officer signals you to 'allow left turn only', but the automatic signal is green, what should you do?",Follow the automatic green light,Follow the police officer's hand signal,Take a U-turn immediately to avoid the intersection,Stop and dispute with the officer,B,Section 39,signals,medium,en
Q_1170,"AIIMS Trauma care protocols state that while moving an accident victim with suspected head trauma, you must:",Stabilize the affected area and avoid bending the spine/joints,Carry them over your shoulder immediately,Massage the area to restore blood flow,Ask them to stand up and walk to test reflexes,A,Section 39,first_aid,medium,en
Q_1171,"If a traffic police officer signals you to 'allow left turn only', but the automatic signal is green, what should you do?",Follow the police officer's hand signal,Take a U-turn immediately to avoid the intersection,Follow the automatic green light,Stop and dispute with the officer,A,Section 4,signals,medium,en
Q_1172,"Under Section 128, driving a vehicle at a speed of 84 km/h in a School Zones speed limit zone of 40 km/h is:",An overspeeding offense carrying a heavy fine,Subject only to verbal warnings,Perfectly fine for private passenger cars,Permitted under emergency situations,A,Section 128,rules,medium,en
Q_1173,"AIIMS Trauma care protocols state that while moving an accident victim with suspected severe neck injury, you must:",Ask them to stand up and walk to test reflexes,Stabilize the affected area and avoid bending the spine/joints,Massage the area to restore blood flow,Carry them over your shoulder immediately,B,Section 185,first_aid,easy,en
Q_1174,"In a motor accident on a highway, if a crash victim is bleeding heavily from limbs, the Good Samaritan should first:",Give them hot tea or coffee to restore energy,Apply direct pressure with clean sterile dressings,Move them around aggressively to check for broken bones,Try to force them to stand up and walk around,B,Section 177,first_aid,easy,en
Q_1175,"In a motor accident on a highway, if a crash victim is in state of deep physical shock, the Good Samaritan should first:",Apply direct pressure with clean sterile dressings,Give them hot tea or coffee to restore energy,Try to force them to stand up and walk around,Move them around aggressively to check for broken bones,A,Section 119,first_aid,medium,en
Q_1176,"When you see the 'Compulsory Right Turn' warning sign, you must:",Reduce speed and drive cautiously,Honk the horn continuously,Stop the vehicle completely,Accelerate quickly to bypass the zone,A,Section 122,signs,hard,en
Q_1177,"When you see the 'Compulsory Right Turn' warning sign, you must:",Honk the horn continuously,Accelerate quickly to bypass the zone,Reduce speed and drive cautiously,Stop the vehicle completely,C,Section 119,signs,easy,en
Q_1178,"If a traffic police officer signals you to 'stop traffic from both front and rear', but the automatic signal is green, what should you do?",Follow the automatic green light,Stop and dispute with the officer,Take a U-turn immediately to avoid the intersection,Follow the police officer's hand signal,D,Section 39,signals,medium,en
Q_1179,What does the traffic sign 'First Aid Post' represent?,Information about 'First Aid Post' lane,Warning of 'First Aid Post' ahead,Exemption from 'First Aid Post' rules,Mandatory 'First Aid Post' restriction,D,Section 129,signs,easy,en
Q_1180,"If a traffic police officer signals you to 'stop traffic from both front and rear', but the automatic signal is green, what should you do?",Stop and dispute with the officer,Follow the police officer's hand signal,Take a U-turn immediately to avoid the intersection,Follow the automatic green light,B,Section 122,signals,hard,en
Q_1181,"While driving on Urban Roads, what is the standard right of way rules for roundabout entry?",Honk and claim priority,Wait for signal from oncoming transport,Yield to the traffic coming from the right/main carriage,Proceed with highest speed to clear early,C,Section 39,rules,hard,en
Q_1182,"If a traffic police officer signals you to 'stop traffic from both front and rear', but the automatic signal is green, what should you do?",Follow the police officer's hand signal,Follow the automatic green light,Stop and dispute with the officer,Take a U-turn immediately to avoid the intersection,A,Section 3,signals,medium,en
Q_1183,"Under Section 4, driving a vehicle at a speed of 102 km/h in a Urban Roads speed limit zone of 80 km/h is:",An overspeeding offense carrying a heavy fine,Subject only to verbal warnings,Permitted under emergency situations,Perfectly fine for private passenger cars,A,Section 4,rules,hard,en
Q_1184,What should you do when approaching an intersection where the traffic signal shows a steady 'Amber/Yellow' light?,Slow down and prepare to stop,Accelerate as fast as possible to beat the light,Honk continuously to force others ahead,Stop right in the middle of the intersection,A,Section 112,signals,medium,en
Q_1185,What is the regulatory action required under Section 119 for the 'School Ahead' sign?,Applies only to heavy transport vehicles,Applies only during night time,It is only a recommendation,Strict compliance is mandatory,D,Section 180,signs,hard,en
Q_1186,"If a traffic police officer signals you to 'allow left turn only', but the automatic signal is green, what should you do?",Follow the police officer's hand signal,Follow the automatic green light,Stop and dispute with the officer,Take a U-turn immediately to avoid the intersection,A,Section 180,signals,easy,en
Q_1187,"In a motor accident on a highway, if a crash victim is bleeding heavily from limbs, the Good Samaritan should first:",Move them around aggressively to check for broken bones,Give them hot tea or coffee to restore energy,Try to force them to stand up and walk around,Apply direct pressure with clean sterile dressings,D,Section 180,first_aid,medium,en
Q_1188,"In a motor accident on a highway, if a crash victim is bleeding heavily from limbs, the Good Samaritan should first:",Apply direct pressure with clean sterile dressings,Give them hot tea or coffee to restore energy,Move them around aggressively to check for broken bones,Try to force them to stand up and walk around,A,Section 128,first_aid,hard,en
Q_1189,What does the traffic sign 'Compulsory Left Turn' represent?,Information about 'Compulsory Left Turn' lane,Warning of 'Compulsory Left Turn' ahead,Exemption from 'Compulsory Left Turn' rules,Mandatory 'Compulsory Left Turn' restriction,D,Section 115,signs,hard,en
Q_1190,What does the traffic sign 'One Way' represent?,Mandatory 'One Way' restriction,Warning of 'One Way' ahead,Exemption from 'One Way' rules,Information about 'One Way' lane,A,Section 128,signs,medium,en
Q_1191,"Under Section 190(2), driving a vehicle at a speed of 75 km/h in a State Highways speed limit zone of 40 km/h is:",An overspeeding offense carrying a heavy fine,Subject only to verbal warnings,Permitted under emergency situations,Perfectly fine for private passenger cars,A,Section 190(2),rules,medium,en
Q_1192,"While driving on Urban Roads, what is the standard right of way rules for entering highway from service lane?",Wait for signal from oncoming transport,Yield to the traffic coming from the right/main carriage,Proceed with highest speed to clear early,Honk and claim priority,B,Section 194A,rules,hard,en
Q_1193,What is the regulatory action required under Section 119 for the 'Compulsory Right Turn' sign?,Strict compliance is mandatory,Applies only during night time,Applies only to heavy transport vehicles,It is only a recommendation,A,Section 194A,signs,easy,en
Q_1194,"If a traffic police officer signals you to 'allow left turn only', but the automatic signal is green, what should you do?",Stop and dispute with the officer,Take a U-turn immediately to avoid the intersection,Follow the police officer's hand signal,Follow the automatic green light,C,Section 115,signals,easy,en
Q_1195,What should you do when approaching an intersection where the traffic signal shows a steady 'Red' light?,Stop completely before the stop line,Stop right in the middle of the intersection,Accelerate as fast as possible to beat the light,Honk continuously to force others ahead,A,Section 4,signals,easy,en
Q_1196,"In a motor accident on a highway, if a crash victim is in state of deep physical shock, the Good Samaritan should first:",Try to force them to stand up and walk around,Give them hot tea or coffee to restore energy,Move them around aggressively to check for broken bones,Apply direct pressure with clean sterile dressings,D,Section 115,first_aid,easy,en
Q_1197,What should you do when approaching an intersection where the traffic signal shows a steady 'Flashing Amber' light?,Slow down and prepare to stop,Stop right in the middle of the intersection,Honk continuously to force others ahead,Accelerate as fast as possible to beat the light,A,Section 194,signals,medium,en
Q_1198,"AIIMS Trauma care protocols state that while moving an accident victim with suspected severe neck injury, you must:",Massage the area to restore blood flow,Ask them to stand up and walk to test reflexes,Stabilize the affected area and avoid bending the spine/joints,Carry them over your shoulder immediately,C,Section 56,first_aid,hard,en
Q_1199,What should you do when approaching an intersection where the traffic signal shows a steady 'Red' light?,Accelerate as fast as possible to beat the light,Honk continuously to force others ahead,Stop completely before the stop line,Stop right in the middle of the intersection,C,Section 39,signals,medium,en
Q_1200,What is the regulatory action required under Section 119 for the 'Pedestrian Crossing' sign?,It is only a recommendation,Applies only to heavy transport vehicles,Applies only during night time,Strict compliance is mandatory,D,Section 112,signs,medium,en
Q_1201,"While driving on Ghat Roads, what is the standard right of way rules for roundabout entry?",Proceed with highest speed to clear early,Honk and claim priority,Wait for signal from oncoming transport,Yield to the traffic coming from the right/main carriage,D,Section 56,rules,easy,en
Q_1202,"In a motor accident on a highway, if a crash victim is unconscious but breathing, the Good Samaritan should first:",Give them hot tea or coffee to restore energy,Move them around aggressively to check for broken bones,Try to force them to stand up and walk around,Apply direct compression to bleeding or place in recovery position,D,Section 39,first_aid,easy,en
Q_1203,What should you do when approaching an intersection where the traffic signal shows a steady 'Green' light?,Proceed with speed if safe,Honk continuously to force others ahead,Stop right in the middle of the intersection,Accelerate as fast as possible to beat the light,A,Section 39,signals,easy,en
Q_1204,What should you do when approaching an intersection where the traffic signal shows a steady 'Amber/Yellow' light?,Honk continuously to force others ahead,Stop right in the middle of the intersection,Accelerate as fast as possible to beat the light,Slow down and prepare to stop,D,Section 112,signals,hard,en
Q_1205,"When you see the 'Slippery Road' warning sign, you must:",Accelerate quickly to bypass the zone,Honk the horn continuously,Stop the vehicle completely,Reduce speed and drive cautiously,D,Section 115,signs,medium,en
Q_1206,What is the regulatory action required under Section 119 for the 'Overtaking Prohibited' sign?,Applies only during night time,Strict compliance is mandatory,It is only a recommendation,Applies only to heavy transport vehicles,B,Section 119,signs,hard,en
Q_1207,"While driving on Ghat Roads, what is the standard right of way rules for stopping on a slope?",Proceed with highest speed to clear early,Wait for signal from oncoming transport,Yield to the traffic coming from the right/main carriage,Honk and claim priority,C,Section 4,rules,easy,en
Q_1208,"AIIMS Trauma care protocols state that while moving an accident victim with suspected spinal column trauma, you must:",Stabilize the affected area and avoid bending the spine/joints,Carry them over your shoulder immediately,Ask them to stand up and walk to test reflexes,Massage the area to restore blood flow,A,Section 185,first_aid,easy,en
Q_1209,"While driving on National Highways, what is the standard right of way rules for intersection crossing?",Wait for signal from oncoming transport,Proceed with highest speed to clear early,Honk and claim priority,Yield to the traffic coming from the right/main carriage,D,Section 39,rules,easy,en
Q_1210,What should you do when approaching an intersection where the traffic signal shows a steady 'Flashing Amber' light?,Stop right in the middle of the intersection,Honk continuously to force others ahead,Slow down and prepare to stop,Accelerate as fast as possible to beat the light,C,Section 119,signals,hard,en
Q_1211,"In a motor accident on a highway, if a crash victim is bleeding heavily from limbs, the Good Samaritan should first:",Apply direct pressure with clean sterile dressings,Try to force them to stand up and walk around,Move them around aggressively to check for broken bones,Give them hot tea or coffee to restore energy,A,Section 4,first_aid,medium,en
Q_1212,What does the traffic sign 'Road Work Ahead' represent?,Warning of 'Road Work Ahead' ahead,Exemption from 'Road Work Ahead' rules,Information about 'Road Work Ahead' lane,Mandatory 'Road Work Ahead' restriction,D,Section 129,signs,easy,en
Q_1213,"If a traffic police officer signals you to 'stop the traffic from rear', but the automatic signal is green, what should you do?",Follow the police officer's hand signal,Stop and dispute with the officer,Follow the automatic green light,Take a U-turn immediately to avoid the intersection,A,Section 122,signals,hard,en
Q_1214,"When you see the 'Cycle Crossing' warning sign, you must:",Accelerate quickly to bypass the zone,Honk the horn continuously,Reduce speed and drive cautiously,Stop the vehicle completely,C,Section 184,signs,hard,en
Q_1215,"AIIMS Trauma care protocols state that while moving an accident victim with suspected spinal column trauma, you must:",Stabilize the affected area and avoid bending the spine/joints,Carry them over your shoulder immediately,Ask them to stand up and walk to test reflexes,Massage the area to restore blood flow,A,Section 184,first_aid,hard,en
Q_1216,"In a motor accident on a highway, if a crash victim is unconscious but breathing, the Good Samaritan should first:",Give them hot tea or coffee to restore energy,Apply direct compression to bleeding or place in recovery position,Move them around aggressively to check for broken bones,Try to force them to stand up and walk around,B,Section 194A,first_aid,medium,en
Q_1217,What is the legal consequence under Section 129 for permitting an unlicensed driver to operate your transport auto?,Subject only to vehicle fitness checking,No penalty if owner is riding with them,A minor warning fine of ₹500,"Fine of ₹5,000 and owner prosecution",D,Section 129,rules,hard,en
Q_1218,"In a motor accident on a highway, if a crash victim is unconscious but breathing, the Good Samaritan should first:",Give them hot tea or coffee to restore energy,Move them around aggressively to check for broken bones,Try to force them to stand up and walk around,Apply direct compression to bleeding or place in recovery position,D,Section 134A,first_aid,easy,en
Q_1219,What does the traffic sign 'Give Way' represent?,Mandatory 'Give Way' restriction,Exemption from 'Give Way' rules,Information about 'Give Way' lane,Warning of 'Give Way' ahead,A,Section 194A,signs,hard,en
Q_1220,"In a motor accident on a highway, if a crash victim is unconscious but breathing, the Good Samaritan should first:",Give them hot tea or coffee to restore energy,Try to force them to stand up and walk around,Move them around aggressively to check for broken bones,Apply direct compression to bleeding or place in recovery position,D,Section 56,first_aid,hard,en
Q_1221,"AIIMS Trauma care protocols state that while moving an accident victim with suspected severe neck injury, you must:",Ask them to stand up and walk to test reflexes,Stabilize the affected area and avoid bending the spine/joints,Carry them over your shoulder immediately,Massage the area to restore blood flow,B,Section 177,first_aid,medium,en
Q_1222,"AIIMS Trauma care protocols state that while moving an accident victim with suspected severe neck injury, you must:",Ask them to stand up and walk to test reflexes,Stabilize the affected area and avoid bending the spine/joints,Carry them over your shoulder immediately,Massage the area to restore blood flow,B,Section 177,first_aid,medium,en
Q_1223,"Under Section 4, driving a vehicle at a speed of 85 km/h in a National Highways speed limit zone of 40 km/h is:",Permitted under emergency situations,An overspeeding offense carrying a heavy fine,Subject only to verbal warnings,Perfectly fine for private passenger cars,B,Section 4,rules,easy,en
Q_1224,"AIIMS Trauma care protocols state that while moving an accident victim with suspected severe neck injury, you must:",Ask them to stand up and walk to test reflexes,Massage the area to restore blood flow,Carry them over your shoulder immediately,Stabilize the affected area and avoid bending the spine/joints,D,Section 122,first_aid,medium,en
Q_1225,"AIIMS Trauma care protocols state that while moving an accident victim with suspected bone fractures, you must:",Massage the area to restore blood flow,Carry them over your shoulder immediately,Stabilize the affected area and avoid bending the spine/joints,Ask them to stand up and walk to test reflexes,C,Section 194A,first_aid,medium,en
Q_1226,"If a traffic police officer signals you to 'stop the traffic from rear', but the automatic signal is green, what should you do?",Stop and dispute with the officer,Follow the police officer's hand signal,Follow the automatic green light,Take a U-turn immediately to avoid the intersection,B,Section 39,signals,easy,en
Q_1227,What should you do when approaching an intersection where the traffic signal shows a steady 'Flashing Red' light?,Stop right in the middle of the intersection,Stop completely before the stop line,Honk continuously to force others ahead,Accelerate as fast as possible to beat the light,B,Section 119,signals,hard,en
